scope,preset,variant,active_experts,tokens_per_expert,total_routed_tokens,total_tokens,hidden_size,intermediate_size,num_experts_model,top_k_model,ose_topk,main_weight_group_size,ose_weight_group_size,gate_channels_per_scale,down_channels_per_scale,duquant_block_size,duquant_rotation_stages,include_duquant_permutation,include_down_duquant_transform,latency_ms,latency_q20_ms,latency_q80_ms,latency_std_ms,speedup_over_duquant_once,speedup_over_plain_no_ose,max_abs_error,max_rel_error,kernel_sequence,block_m,block_n,block_k,num_warps,dtype
routed_moe_layer,olmoe,plain_no_ose,16,32,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.840434,0.838013,0.846671,0.010564,1.270611,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,16,32,512,64,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,0.965663,0.950685,0.966311,0.012005,1.105836,0.870318,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,1,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.068678,1.064876,1.158745,0.082880,1.000000,1.042663,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,1,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.114271,1.105373,1.163674,0.047122,0.959083,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,64,1,64,8,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.197760,1.187446,1.203914,0.015981,0.892230,0.930296,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,2,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.214954,1.181368,1.295897,0.258091,1.000000,0.936422,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,2,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.137710,1.136759,1.153487,0.047823,1.067894,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,ours_ose_w8a8,64,2,128,16,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.203142,1.198367,1.203508,0.007779,1.009818,0.945616,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_main_gemm+ose_w8a8_two_proj+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,duquant_once,64,4,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.205021,1.200818,1.214927,0.055794,1.000000,0.938130,0.000000e+00,0.000000e+00,gateup_duquant_once+dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
routed_moe_layer,olmoe,plain_no_ose,64,4,256,32,2048,1024,64,8,256,2048,1,1024,2048,128,2,1,1,1.130466,1.127954,1.143784,0.067052,1.065951,1.000000,0.000000e+00,0.000000e+00,dyn_quant+2x_i8_gemm+silu+common_down,16,64,64,4,w8a8_int8_gemm_fp32_accum_fp16_output
